Id,age,Industry,job,salary,currency,country,years_field_experience,education,gender,salary_usd,new_currency
17435,25-34,Computing or Tech,Senior Product Manager - Technical,128000,USD,USA,2 - 4 years,College degree,Woman,128000.0,USD
17436,35-44,Software,Project Manager,105000,USD,United States,2 - 4 years,College degree,Woman,105000.0,USD
17437,45-54,Nonprofits,CEO,150000,USD,United States,21 - 30 years,College degree,Woman,150000.0,USD
17438,25-34,Retail,Customer Service Representative,35000,USD,USA,1 year or less,Some college,Man,35000.0,USD
17439,25-34,Nonprofits,Director of Leadership and Talent Development Programs,85000,USD,United States of America,8 - 10 years,Master's degree,Woman,85000.0,USD
17440,45-54,Engineering or Manufacturing,Senior Procurement Specialist ,79890,USD,United States,11 - 20 years,College degree,Woman,79890.0,USD
17441,35-44,Engineering or Manufacturing,Customer Service Manager ,100000,USD,US,2 - 4 years,College degree,Man,100000.0,USD
17442,25-34,Computing or Tech,Senior - Attack & Pen Testing,129000,USD,United States,2 - 4 years,College degree,Non-binary,129000.0,USD
17443,18-24,Fundraising,Senior Coordinator,53000,USD,United States,2 - 4 years,College degree,Woman,53000.0,USD
17444,25-34,Law,Associate attorney ,85000,USD,United States,5-7 years,"Professional degree (MD, JD, etc.)",Woman,85000.0,USD
17445,25-34,Media & Digital,Sales Trainer,136000,USD,United States,5-7 years,College degree,Woman,136000.0,USD
17446,25-34,Health care,Registered Nurse,72000,USD,United States,5-7 years,College degree,Woman,72000.0,USD
17447,25-34,Law,Senior paralegal,75000,USD,USA,2 - 4 years,Master's degree,Woman,75000.0,USD
17448,35-44,"Accounting, Banking & Finance",Controller,175000,USD,United States,11 - 20 years,College degree,Woman,175000.0,USD
17449,25-34,"Marketing, Advertising & PR",Account Manager,44000,USD,United States,2 - 4 years,College degree,Woman,44000.0,USD
17450,25-34,Recruitment or HR,"Director, Operations & Research",67500,USD,United States,8 - 10 years,Master's degree,Woman,67500.0,USD
17451,35-44,Business or Consulting,Financial Risk Analyst,106000,CAD,Canada,11 - 20 years,College degree,Woman,84854.06000000001,USD
17452,35-44,Health care,RN coordinator  ,90000,USD,United States,41 years or more,College degree,Woman,90000.0,USD
17453,55-64,Property or Construction,Assistant property manager,46000,USD,United States,11 - 20 years,Some college,Woman,46000.0,USD
17454,45-54,Education (Higher Education),Librarian,103000,USD,United States,11 - 20 years,Master's degree,Woman,103000.0,USD
17455,25-34,Research/Social Science,Researcher,110000,USD,United States,5-7 years,PhD,Woman,110000.0,USD
17456,25-34,Computing or Tech,Software Developer,97000,USD,USA,5-7 years,College degree,Woman,97000.0,USD
17457,25-34,Business or Consulting,Product Manager,102000,CAD,Canada,2 - 4 years,Some college,Man,81652.02,USD
17458,25-34,Media & Digital,Associate Producer,60000,USD,United States,2 - 4 years,College degree,Woman,60000.0,USD
17459,25-34,Health care,Content Marketing Manager,100000,USD,united states,8 - 10 years,College degree,Woman,100000.0,USD
17460,25-34,Art & Design,Industrial Designer,75000,USD,USA,5-7 years,College degree,Man,75000.0,USD
17461,25-34,Health care,Virtual intake coordinator for mental health practices,37440,USD,USA ,8 - 10 years,College degree,Woman,37440.0,USD
17462,35-44,Computing or Tech,Principal Project Manager,168067,USD,United States,11 - 20 years,Master's degree,Man,168067.0,USD
17463,25-34,Business or Consulting,Lead Senior Associate,131000,USD,United States,8 - 10 years,College degree,Woman,131000.0,USD
17464,35-44,"Accounting, Banking & Finance","SVP, Marketing & Communications",105000,USD,United States,11 - 20 years,College degree,Woman,105000.0,USD
17465,25-34,Government and Public Administration,Health Equity / Public Health Manager,79000,USD,USA,5-7 years,Master's degree,Woman,79000.0,USD
17466,35-44,Computing or Tech,It project manager,102000,USD,United states,2 - 4 years,College degree,Woman,102000.0,USD
17467,25-34,Computing or Tech,Systems Librarian,65600,USD,USA,5-7 years,Master's degree,Man,65600.0,USD
17468,35-44,Government and Public Administration,Analyst,117000,USD,USA,21 - 30 years,Master's degree,Man,117000.0,USD
17469,55-64,Computing or Tech,Software Engineer,145000,USD,United States,41 years or more,College degree,Man,145000.0,USD
17470,25-34,Nonprofits,Senior Program Officer,57500,USD,United States,5-7 years,College degree,Man,57500.0,USD
17471,25-34,Computing or Tech,Product Manager,180000,USD,USA,2 - 4 years,College degree,Woman,180000.0,USD
17472,35-44,Education (Higher Education),academic librarian ,60000,USD,United States,8 - 10 years,Master's degree,Woman,60000.0,USD
17473,45-54,Education (Higher Education),Assistant VP of Information Technology,172000,USD,USA,21 - 30 years,Master's degree,Man,172000.0,USD
17474,25-34,Nonprofits,Network Manager,81400,USD,USA,2 - 4 years,Master's degree,Woman,81400.0,USD
17475,25-34,Research (health),Research Associate,74000,CAD,Canada,5-7 years,Master's degree,Woman,59237.740000000005,USD
17476,35-44,Sales,Sales Associate,45000,USD,US,8 - 10 years,College degree,Man,45000.0,USD
17477,55-64,Computing or Tech,Sr. Software Engineer,150000,USD,USA,41 years or more,College degree,Man,150000.0,USD
17478,35-44,Engineering or Manufacturing,Director of Engineering,275000,USD,United States,8 - 10 years,College degree,Man,275000.0,USD
17479,45-54,Library,Library Assistant,55000,CAD,Canada,5-7 years,PhD,Woman,44028.05,USD
17480,25-34,Law,Legal Assistant,50000,USD,USA,2 - 4 years,College degree,Woman,50000.0,USD
17481,45-54,"Marketing, Advertising & PR",Project Manager,62000,USD,US,2 - 4 years,PhD,Woman,62000.0,USD
17482,25-34,Government and Public Administration,Intelligence Analyst,114000,USD,United States,8 - 10 years,College degree,Woman,114000.0,USD
17483,25-34,Computing or Tech,Software Developer,110000,USD,United States,2 - 4 years,College degree,Woman,110000.0,USD
17484,25-34,Retail,Sr Logistics Manager,96000,USD,USA,5-7 years,College degree,Woman,96000.0,USD
17485,35-44,"Marketing, Advertising & PR",Junior Copywriter,82000,USD,US,2 - 4 years,College degree,Woman,82000.0,USD
17486,25-34,Nonprofits,Marketing manager,87000,USD,U.S.,8 - 10 years,Master's degree,Woman,87000.0,USD
17487,25-34,Government and Public Administration,Program Office,77668,CAD,Canada,5-7 years,Master's degree,Other or prefer not to answer,62174.01068000001,USD
17488,25-34,Education (Higher Education),Instructional Designer,65000,USD,United States,5-7 years,Master's degree,Woman,65000.0,USD
17489,25-34,Sales,Sales Enablement Manager,105000,USD,USA,1 year or less,College degree,Man,105000.0,USD
17490,25-34,Engineering or Manufacturing,Electrical Engineer,100700,USD,United States,8 - 10 years,Master's degree,Woman,100700.0,USD
17491,25-34,Computing or Tech,Customer Success Manager,97500,USD,USA,2 - 4 years,Master's degree,Woman,97500.0,USD
17492,25-34,Utilities & Telecommunications,Product Manager,77500,CAD,Canada,2 - 4 years,College degree,Woman,62039.525,USD
17493,35-44,Computing or Tech,"Senior Manager, Software Development",144000,CAD,Canada,8 - 10 years,PhD,Man,115273.44,USD
17494,25-34,Engineering or Manufacturing,Plumbing Engineer,90000,USD,USA,8 - 10 years,College degree,Woman,90000.0,USD
17495,35-44,Nonprofits,Senior Project Manager,93000,USD,US,8 - 10 years,Master's degree,Man,93000.0,USD
17496,35-44,Computing or Tech,Senior Engineering Director,165000,CAD,Canada,8 - 10 years,College degree,Man,132084.15000000002,USD
17497,25-34,Nonprofits,Conference Manager,52000,USD,USA ,5-7 years,College degree,Woman,52000.0,USD
17498,35-44,Nonprofits,Manager,58000,USD,US,5-7 years,Master's degree,Woman,58000.0,USD
17499,35-44,Affordable Housing Real Estate Development (nonprofit),Senior Project Manager,144200,USD,USA,11 - 20 years,Master's degree,Woman,144200.0,USD
17500,25-34,Computing or Tech,Director of Engineering,205000,USD,US,8 - 10 years,Some college,Man,205000.0,USD
17501,25-34,Retail,Senior Software Engineer,287000,USD,USA,8 - 10 years,Master's degree,Man,287000.0,USD
17502,35-44,Science,Lab Director,160000,USD,USA,21 - 30 years,PhD,Woman,160000.0,USD
17503,35-44,Sales,Sales Representative,65000,USD,USA,1 year or less,Some college,Man,65000.0,USD
17504,35-44,Computing or Tech,Senior System Administrator ,100000,USD,USA,5-7 years,Master's degree,Woman,100000.0,USD
17505,45-54,Nonprofits,Executive Director ,111500,USD,US,11 - 20 years,Master's degree,Woman,111500.0,USD
17506,25-34,Retail,Tech Consultant,25000,USD,USA,5-7 years,Some college,Woman,25000.0,USD
17507,25-34,"Marketing, Advertising & PR",Digital Strategist ,70000,USD,United States ,1 year or less,College degree,Woman,70000.0,USD
17508,35-44,Computing or Tech,Engineering manager ,84000,USD,Uruguay,11 - 20 years,College degree,Man,84000.0,USD
17509,18-24,Computing or Tech,Product Manager,60000,USD,United States,2 - 4 years,College degree,Man,60000.0,USD
17510,35-44,Public Library ,Head of Youth Services,63000,USD,USA,11 - 20 years,Master's degree,Woman,63000.0,USD
17511,25-34,Computing or Tech,Senior Software Engineer,191500,USD,USA,11 - 20 years,College degree,Woman,191500.0,USD
17512,35-44,e-comm,Director of Customer Experience,115000,USD,US,11 - 20 years,College degree,Woman,115000.0,USD
17513,25-34,Computing or Tech,Staff Software Engineer,149000,USD,USA,11 - 20 years,Some college,Man,149000.0,USD
17514,35-44,Nonprofits,Foundation Executive Director,87010,USD,United States,5-7 years,Master's degree,Woman,87010.0,USD
17515,45-54,Computing or Tech,Engineering Manager,200000,USD,USA,21 - 30 years,College degree,Man,200000.0,USD
17516,35-44,Health care,Veterinary Technician,32000,USD,United States,8 - 10 years,College degree,Woman,32000.0,USD
17517,35-44,Nonprofits,Chief External Affairs Officer,85000,USD,United States,11 - 20 years,College degree,Woman,85000.0,USD
17518,35-44,Computing or Tech,Sr Manager of Business Development,187000,USD,United States,11 - 20 years,College degree,Man,187000.0,USD
17519,35-44,Computing or Tech,Director of Site Reliability Engineering,210000,USD,United States,11 - 20 years,College degree,Man,210000.0,USD
17520,35-44,Computing or Tech,"Director, Marketing",155000,CAD,Canada,11 - 20 years,College degree,Woman,124079.05,USD
17521,25-34,Engineering or Manufacturing,Associate Project Manager,89700,USD,United States,5-7 years,College degree,Man,89700.0,USD
17522,35-44,Law,Associate general counsel ,150000,USD,United States,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,150000.0,USD
17523,35-44,Government and Public Administration,Project manager,88000,USD,USA,11 - 20 years,Master's degree,Woman,88000.0,USD
17524,25-34,Computing or Tech,HR Operations & Strategy,122000,USD,US,2 - 4 years,College degree,Woman,122000.0,USD
17525,35-44,Computing or Tech,Support engineer,123000,USD,USA,5-7 years,College degree,Man,123000.0,USD
17526,35-44,Utilities & Telecommunications,Controller,100000,CAD,Canada,11 - 20 years,Master's degree,Man,80051.0,USD
17527,35-44,Energy,"IT Manager, Service Desk and Deskside Support",107000,USD,United States,5-7 years,College degree,Woman,107000.0,USD
17528,18-24,Computing or Tech,Software Engineer,111200,USD,US,2 - 4 years,Master's degree,Woman,111200.0,USD
17529,35-44,Media & Digital,User Experience and Engagement Manager,73000,USD,United States,5-7 years,College degree,Man,73000.0,USD
17530,35-44,Computing or Tech,Staff Software Engineer,230000,USD,United States,21 - 30 years,Some college,Man,230000.0,USD
17531,35-44,Computing or Tech,Consultant,165000,USD,Usa,21 - 30 years,Master's degree,Man,165000.0,USD
17532,25-34,Law,Associate Lawyer,158000,CAD,Canada,5-7 years,"Professional degree (MD, JD, etc.)",Woman,126480.58,USD
17533,25-34,Education (Higher Education),Associate Director of Finance,88000,USD,United States,8 - 10 years,nan,nan,88000.0,USD
17534,25-34,Social Work,Program Services Coordinator,49000,USD,United States ,5-7 years,Master's degree,Woman,49000.0,USD
17535,55-64,Health care,Operations Manager,130000,USD,USA,21 - 30 years,Some college,Man,130000.0,USD
17536,35-44,Retail,Head of Infrastructure ,360000,EUR,Germany,11 - 20 years,Master's degree,Man,391932.0,USD
17537,35-44,Computing or Tech,Infrastructure Specialist,68220,USD,United States,11 - 20 years,College degree,Woman,68220.0,USD
17538,55-64,Computing or Tech,Vice President Engineering,150000,USD,US,31 - 40 years,College degree,Man,150000.0,USD
17539,25-34,Computing or Tech,Senior Consultant,123000,USD,United States,8 - 10 years,High School,Man,123000.0,USD
17540,35-44,Computing or Tech,Director of Engineering,150000,USD,USA,11 - 20 years,College degree,Man,150000.0,USD
17541,35-44,Libraries,Teen Librarian,53274,USD,United States,5-7 years,Master's degree,Man,53274.0,USD
17542,45-54,"Accounting, Banking & Finance",Senior Accountant,70000,USD,USA,11 - 20 years,College degree,Woman,70000.0,USD
17543,45-54,Computing or Tech,Principal Software Engineer,245000,USD,United States,31 - 40 years,Some college,Man,245000.0,USD
17544,18-24,Education (Higher Education),Doctoral Researcher,27000,USD,USA,2 - 4 years,Master's degree,Woman,27000.0,USD
17545,25-34,Computing or Tech,Principal Software Development Engineer,480000,USD,United States,8 - 10 years,College degree,Woman,480000.0,USD
17546,18-24,Computing or Tech,Software Developer,127000,USD,United States,2 - 4 years,Master's degree,Man,127000.0,USD
17547,18-24,Education (Higher Education),Quality Assurance Auditor,2400,USD,Pakistan,2 - 4 years,Some college,Man,2400.0,USD
17548,25-34,Computing or Tech,Sr Support Engineer,137000,USD,United States of America ,8 - 10 years,College degree,Man,137000.0,USD
17549,35-44,Entertainment,Risk consultant,131000,USD,Australia,11 - 20 years,Master's degree,Woman,131000.0,USD
17550,35-44,Computing or Tech,Principal Product Manager,160000,USD,United States,11 - 20 years,College degree,Man,160000.0,USD
17551,35-44,Computing or Tech,Senior Software Engineer,180000,USD,United States,11 - 20 years,Some college,Man,180000.0,USD
17552,35-44,Computing or Tech,Data Engineer,160000,USD,USA,11 - 20 years,College degree,Other or prefer not to answer,160000.0,USD
17553,18-24,Food Service,Line Server,21000,USD,US,31 - 40 years,Some college,nan,21000.0,USD
17554,25-34,Nonprofits,Communications Director ,90000,USD,USA,8 - 10 years,nan,nan,90000.0,USD
17555,35-44,Computing or Tech,International tax,176000,USD,USA,11 - 20 years,Master's degree,Man,176000.0,USD
17556,45-54,Computing or Tech,IT Manager ,115000,EUR,Germany,21 - 30 years,Master's degree,Man,125200.5,USD
17557,25-34,"Marketing, Advertising & PR",Customer service supervisor ,48000,USD,United States ,5-7 years,College degree,Woman,48000.0,USD
17558,25-34,Computing or Tech,Staff Product Engineer,235000,USD,USA,11 - 20 years,College degree,Man,235000.0,USD
17559,35-44,Computing or Tech,Solutions Architect,185000,USD,US,11 - 20 years,Master's degree,Man,185000.0,USD
17560,35-44,Government and Public Administration,Business Analyst,87000,USD,United States,11 - 20 years,College degree,Woman,87000.0,USD
17561,25-34,Computing or Tech,Senior Software Engineer,149600,USD,USA,5-7 years,College degree,Woman,149600.0,USD
17562,35-44,Government and Public Administration,Procurement Associate,33534,USD,USA,5-7 years,College degree,Woman,33534.0,USD
17563,25-34,Nonprofits,Digital Marketing Manager,75000,USD,USA,5-7 years,College degree,Woman,75000.0,USD
17564,35-44,Wholesale textile manufacture and sales,Receptionist,38000,USD,USA,11 - 20 years,Some college,Woman,38000.0,USD
17565,35-44,Engineering or Manufacturing,Senior Engineer,130000,USD,USA,11 - 20 years,Master's degree,Man,130000.0,USD
17566,25-34,Biotech,Administrative & Operations Manager ,120000,USD,United States of America,5-7 years,High School,Woman,120000.0,USD
17567,25-34,Computing or Tech,Customer Success Manager,82000,AUD,Australia,2 - 4 years,College degree,Woman,60925.18,USD
17568,35-44,Education (Primary/Secondary),Teacher,72000,USD,Usa,21 - 30 years,Master's degree,Woman,72000.0,USD
17569,35-44,"Marketing, Advertising & PR",Marketing Director,105000,USD,United states,11 - 20 years,College degree,Woman,105000.0,USD
17570,25-34,Computing or Tech,Senior Software Engineer,118000,USD,United States,5-7 years,College degree,Other or prefer not to answer,118000.0,USD
17571,35-44,Computing or Tech,Chief Technology Officer,172000,USD,USA,11 - 20 years,College degree,Man,172000.0,USD
17572,25-34,Computing or Tech,Staff Software Engineer,135200,USD,Brazil,5-7 years,College degree,Man,135200.0,USD
17573,25-34,Government and Public Administration,Development Services Coordinator,63000,USD,United States,5-7 years,Master's degree,Woman,63000.0,USD
17574,35-44,"Accounting, Banking & Finance",IT Developer,109000,USD,United States,11 - 20 years,College degree,Woman,109000.0,USD
17576,55-64,Computing or Tech,Customer Success Manager,93000,USD,Mexico,2 - 4 years,Master's degree,Woman,93000.0,USD
17577,18-24,Computing or Tech,Business sales analyst ,40000,USD,U.S.,1 year or less,College degree,Woman,40000.0,USD
17578,18-24,Education (Higher Education),Special Events Administrative Specialist,30000,USD,USA,1 year or less,College degree,Woman,30000.0,USD
17579,45-54,Media & Digital,Content Manager,54080,USD,US,8 - 10 years,Master's degree,Woman,54080.0,USD
17580,35-44,Computing or Tech,Programmer,71000,USD,USA,2 - 4 years,College degree,Man,71000.0,USD
17581,25-34,Computing or Tech,Software Engineer,160000,USD,United States,2 - 4 years,College degree,Man,160000.0,USD
17582,35-44,Computing or Tech,Senior Frontend Engineer,145000,USD,United States,8 - 10 years,Some college,Man,145000.0,USD
17583,45-54,Health care,Registered Dietitian,77000,USD,USA,21 - 30 years,College degree,Woman,77000.0,USD
17584,25-34,Computing or Tech,Senior Front-End Engineer,160000,USD,United States,5-7 years,Master's degree,Man,160000.0,USD
17585,25-34,Nonprofits,Data Analyst ,40000,USD,USA,2 - 4 years,Master's degree,Woman,40000.0,USD
17586,35-44,Government and Public Administration,Intelligence Analyst 1 - Information Systems,89600,USD,US,8 - 10 years,Master's degree,Man,89600.0,USD
17587,25-34,"Accounting, Banking & Finance",Assurance senior,61000,USD,US,2 - 4 years,College degree,Woman,61000.0,USD
17588,25-34,Computing or Tech,Software Developer,175000,USD,USA,5-7 years,High School,Man,175000.0,USD
17589,45-54,Insurance,Security Engineer,115000,USD,USA,5-7 years,High School,Man,115000.0,USD
17590,25-34,Computing or Tech,Engineering Manager,145000,USD,United Kingdom,11 - 20 years,Some college,Man,145000.0,USD
17591,35-44,Computing or Tech,Data Engineer,162000,USD,US,2 - 4 years,College degree,Man,162000.0,USD
17592,45-54,"Marketing, Advertising & PR",PR Manager,90000,USD,U.S.,21 - 30 years,College degree,Man,90000.0,USD
17593,35-44,Computing or Tech,DevOps Engineer,160000,USD,United States,8 - 10 years,College degree,Man,160000.0,USD
17594,45-54,Health care,Data science manager ,190000,USD,Usa,11 - 20 years,PhD,Man,190000.0,USD
17595,25-34,Health care,Registered Nurse,80000,USD,United States,2 - 4 years,College degree,Man,80000.0,USD
17596,25-34,Computing or Tech,Sr. Engineer,175000,USD,United States,11 - 20 years,Some college,Man,175000.0,USD
17597,18-24,Computing or Tech,Software Engineer,113000,USD,United States,2 - 4 years,College degree,Man,113000.0,USD
17598,45-54,Sales,Inside Account Representative ,93000,USD,US,8 - 10 years,Some college,Woman,93000.0,USD
17599,35-44,Computing or Tech,User Experience Researcher III,103500,USD,USA ,5-7 years,Master's degree,Woman,103500.0,USD
17600,25-34,Engineering or Manufacturing,Controls System Designer,68000,CAD,Canada,5-7 years,College degree,Man,54434.68,USD
17601,25-34,Education (Primary/Secondary),2nd Grade Teacher,35360,USD,United States,2 - 4 years,College degree,Woman,35360.0,USD
17602,25-34,Education (Higher Education),Assistant Registrar for Academic Services,77000,USD,United States,11 - 20 years,Master's degree,Woman,77000.0,USD
17603,18-24,Education (Higher Education),Communications Specialist,50000,USD,United States,41 years or more,Master's degree,Woman,50000.0,USD
17604,25-34,Retail,Senior UX Engineer,80000,USD,United States,5-7 years,College degree,Man,80000.0,USD
17605,35-44,Engineering or Manufacturing,IT Director,165000,USD,United States,11 - 20 years,Master's degree,Man,165000.0,USD
17606,35-44,Property or Construction,Software Developer ,155000,USD,United States,11 - 20 years,College degree,Man,155000.0,USD
17607,35-44,Health care,Health services adminstrator,108000,USD,Usa,11 - 20 years,College degree,Woman,108000.0,USD
17609,25-34,Computing or Tech,UX researcher ,115000,USD,USA ,1 year or less,College degree,Woman,115000.0,USD
17610,25-34,Health care,Medical Credentialing Specialist,35500,USD,United States,5-7 years,College degree,Woman,35500.0,USD
17611,35-44,Computing or Tech,Staff Engineer ,175000,USD,United States,11 - 20 years,College degree,Woman,175000.0,USD
17612,35-44,Nonprofits,Social Worker,122500,USD,USA,8 - 10 years,Master's degree,Woman,122500.0,USD
17613,25-34,Computing or Tech,Senior Software Engineer,196000,USD,United States,5-7 years,College degree,Man,196000.0,USD
17614,35-44,Computing or Tech,Senior Solutions Architect,240000,USD,US,11 - 20 years,College degree,Man,240000.0,USD
17615,35-44,Computing or Tech,Enterprise account executive,150000,USD,United States,11 - 20 years,College degree,Man,150000.0,USD
17616,25-34,Nonprofits,Deputy Director Organizing ,91000,USD,USA tomorrow ,8 - 10 years,College degree,Woman,91000.0,USD
17617,25-34,Education (Primary/Secondary),High School Science Teacher,42819,USD,United States,11 - 20 years,College degree,Woman,42819.0,USD
17618,35-44,Government and Public Administration,Human Resources Director ,92000,USD,USA,11 - 20 years,Master's degree,Woman,92000.0,USD
17619,35-44,Nonprofits,Vice President,200000,USD,USA,11 - 20 years,College degree,Man,200000.0,USD
17620,35-44,Education (Primary/Secondary),Teacher,62000,USD,USA,11 - 20 years,PhD,Man,62000.0,USD
17621,35-44,Computing or Tech,Web Developer,120000,USD,U.S.,11 - 20 years,College degree,Man,120000.0,USD
17622,55-64,Health care,Executive Assistant ,62000,USD,United States ,31 - 40 years,High School,Woman,62000.0,USD
17623,45-54,Education (Higher Education),Business Manager,85000,USD,United States,11 - 20 years,Master's degree,Man,85000.0,USD
17624,35-44,Law,Secretary,35360,USD,USA,8 - 10 years,Some college,Woman,35360.0,USD
17625,25-34,Art & Design,UX Designer,83200,USD,United States,2 - 4 years,Master's degree,Woman,83200.0,USD
17626,35-44,Computing or Tech,senior software engineer ,163000,USD,USA,8 - 10 years,Master's degree,Other or prefer not to answer,163000.0,USD
17627,25-34,Nonprofits,Senior Project Manager,79500,USD,United States,8 - 10 years,Master's degree,Woman,79500.0,USD
17628,35-44,Libraries,Children's Supervisor,65000,USD,United States,8 - 10 years,Master's degree,Woman,65000.0,USD
17629,35-44,Computing or Tech,Sr. Technical account manager,130000,USD,United States,21 - 30 years,Some college,Man,130000.0,USD
17630,35-44,Nonprofits,Development Director,165000,USD,US,11 - 20 years,College degree,Woman,165000.0,USD
17631,25-34,Health care,Data Scientist,92500,USD,USA,2 - 4 years,Master's degree,Woman,92500.0,USD
17632,25-34,"Marketing, Advertising & PR",Senior Program Manager,116000,USD,USA,11 - 20 years,College degree,Man,116000.0,USD
17633,25-34,"Marketing, Advertising & PR",Lead content strategist,80000,USD,United States,2 - 4 years,College degree,Woman,80000.0,USD
17634,35-44,Computing or Tech,Senior UX Designer ,143000,USD,United States,11 - 20 years,Master's degree,Man,143000.0,USD
17635,25-34,"Marketing, Advertising & PR",Creative Director,108000,USD,United States,8 - 10 years,College degree,Man,108000.0,USD
17636,45-54,Education (Higher Education),professor,150000,USD,USA,21 - 30 years,PhD,Man,150000.0,USD
17637,25-34,Nonprofits,Deputy Director Organizing ,91000,USD,USA tomorrow ,8 - 10 years,College degree,Woman,91000.0,USD
17638,25-34,Nonprofits,project manager,80000,USD,USA,2 - 4 years,College degree,Woman,80000.0,USD
17639,25-34,Computing or Tech,Associate Solutions Architect,105000,USD,United States,1 year or less,College degree,Man,105000.0,USD
17640,25-34,Government and Public Administration,Operations Research Analyst,155000,USD,USA,8 - 10 years,Master's degree,Woman,155000.0,USD
17641,25-34,Government and Public Administration,Asylum Officer,93000,USD,USA,5-7 years,"Professional degree (MD, JD, etc.)",Woman,93000.0,USD
17642,25-34,Computing or Tech,Software Engineer,105000,USD,United States,8 - 10 years,Some college,Man,105000.0,USD
17643,25-34,Sales Operations ,Sales Operations Coordinator,55000,USD,USA,5-7 years,Some college,Woman,55000.0,USD
17644,25-34,Publishing,Acquisitions Editor,53600,USD,United States,8 - 10 years,Master's degree,Woman,53600.0,USD
17645,35-44,Nonprofits,Project director ,93000,USD,America,8 - 10 years,Master's degree,Woman,93000.0,USD
17646,25-34,Natural resources,Conservation Coordinator,56997,USD,United States,2 - 4 years,Master's degree,Woman,56997.0,USD
17647,35-44,Government and Public Administration,Supervisory IT Specialist,124428,USD,United States,11 - 20 years,Master's degree,Man,124428.0,USD
17648,25-34,Computing or Tech,Lead Consultant - Software Development ,135000,USD,United States,5-7 years,College degree,Man,135000.0,USD
17649,25-34,Computing or Tech,DevOps Engineer,90300,USD,United States,8 - 10 years,College degree,Man,90300.0,USD
17650,25-34,Health care,Biostatistician I,90000,USD,USA,1 year or less,Master's degree,Woman,90000.0,USD
17651,35-44,Government and Public Administration,Director,135000,USD,USA,11 - 20 years,Master's degree,Woman,135000.0,USD
17652,25-34,Utilities & Telecommunications,Sr. Data Scientist,107100,USD,United States,5-7 years,PhD,Man,107100.0,USD
17653,45-54,Computing or Tech,Front-End Developer,135000,USD,United States,21 - 30 years,Some college,Man,135000.0,USD
17654,35-44,Engineering or Manufacturing,Systems Engineer I,85000,CAD,Canada,2 - 4 years,College degree,Woman,68043.35,USD
17655,45-54,Computing or Tech,Senior Software Engineer,100000,USD,USA,2 - 4 years,College degree,Man,100000.0,USD
17656,25-34,Engineering or Manufacturing,Industrial engineer ,107000,USD,United States,5-7 years,Master's degree,Woman,107000.0,USD
17657,25-34,Hospitality & Events,General Manager,52200,USD,United States,5-7 years,High School,Woman,52200.0,USD
17658,25-34,Library,Library Assistant I,21000,USD,United States,2 - 4 years,College degree,Woman,21000.0,USD
17659,25-34,Property or Construction,"Project Manager, Real Estate Development",76000,USD,United States,2 - 4 years,Master's degree,Woman,76000.0,USD
17660,35-44,Education (Higher Education),Systems Administrator,103000,USD,USA,11 - 20 years,College degree,Man,103000.0,USD
17661,25-34,Government and Public Administration,Staff Accountant,84448,USD,Usa,8 - 10 years,College degree,Woman,84448.0,USD
17662,35-44,Computing or Tech,Sr software engineer,128000,USD,Us,21 - 30 years,Master's degree,Man,128000.0,USD
17663,25-34,Computing or Tech,Program Manager,134500,USD,United States,5-7 years,College degree,Man,134500.0,USD
17664,35-44,Education (Primary/Secondary),Math Teacher,45000,USD,United States,11 - 20 years,Master's degree,Man,45000.0,USD
17665,35-44,Business or Consulting,Chief Financial Officer,200000,USD,USA,11 - 20 years,College degree,Woman,200000.0,USD
17666,45-54,Education (Primary/Secondary),Teacher,91000,USD,United States,21 - 30 years,PhD,Man,91000.0,USD
17667,18-24,Engineering or Manufacturing,Post-Grad Intern,76000,USD,USA,2 - 4 years,College degree,Woman,76000.0,USD
17668,18-24,Nonprofits,Program Assistant,33280,USD,United States of America,2 - 4 years,Some college,Woman,33280.0,USD
17669,35-44,Computing or Tech,System Security Officer (SSO),150000,USD,United States ,11 - 20 years,College degree,Woman,150000.0,USD
17670,35-44,Computing or Tech, Customer Solutions Manager,170000,USD,United States,11 - 20 years,High School,Man,170000.0,USD
17671,35-44,Computing or Tech,Services Manager,177000,USD,USA,11 - 20 years,Master's degree,Man,177000.0,USD
17672,25-34,Engineering or Manufacturing,Senior Electrical Engineer,165000,USD,USA,5-7 years,College degree,Woman,165000.0,USD
17673,25-34,Computing or Tech,Software Engineer 3,113000,USD,United States,11 - 20 years,College degree,Man,113000.0,USD
17674,25-34,Transport or Logistics,Administration ,55000,USD,Usa,5-7 years,High School,Woman,55000.0,USD
17675,25-34,Health care,Credentialing Coordinator,50000,CAD,Canada,2 - 4 years,Some college,Woman,40025.5,USD
17676,45-54,Computing or Tech,Senior Developer,167000,AUD,Australia,21 - 30 years,College degree,Man,124079.33,USD
17677,25-34,Computing or Tech,Senior Software Engineer II,173000,USD,USA,8 - 10 years,College degree,Man,173000.0,USD
17678,35-44,Computing or Tech,Director of Engineering,175000,USD,USA,11 - 20 years,College degree,Man,175000.0,USD
17679,25-34,Entertainment,"VP, Research",225000,USD,US,8 - 10 years,College degree,Man,225000.0,USD
17680,25-34,Computing or Tech,Senior Security Engineer,143000,USD,United States,8 - 10 years,College degree,Man,143000.0,USD
17681,35-44,Computing or Tech,Principal Product Manager,198000,USD,United States,21 - 30 years,College degree,Man,198000.0,USD
